nacionalidad,sexo,pais_de_destino,periodo,total,fuente
Española,Mujeres,Estados Unidos de América,2024,6095,EMCR
Española,Mujeres,Estados Unidos de América,2023,5701,EMCR
Española,Mujeres,Estados Unidos de América,2022,6303,EMCR
Española,Mujeres,Estados Unidos de América,2021,6123,EMCR
Española,Mujeres,México,2024,1085,EMCR
Española,Mujeres,México,2023,994,EMCR
Española,Mujeres,México,2022,1048,EMCR
Española,Mujeres,México,2021,1053,EMCR
Española,Mujeres,Canadá,2024,568,EMCR
Española,Mujeres,Canadá,2023,583,EMCR
Española,Mujeres,Canadá,2022,546,EMCR
Española,Mujeres,Canadá,2021,686,EMCR
Española,Mujeres,Centro América y Caribe,2024,3299,EMCR
Española,Mujeres,Centro América y Caribe,2023,2573,EMCR
Española,Mujeres,Centro América y Caribe,2022,3555,EMCR
Española,Mujeres,Centro América y Caribe,2021,3330,EMCR
Española,Mujeres,Cuba,2024,559,EMCR
Española,Mujeres,Cuba,2023,500,EMCR
Española,Mujeres,Cuba,2022,708,EMCR
Española,Mujeres,Cuba,2021,863,EMCR
Española,Mujeres,Honduras,2024,144,EMCR
Española,Mujeres,Honduras,2023,104,EMCR
Española,Mujeres,Honduras,2022,137,EMCR
Española,Mujeres,Honduras,2021,103,EMCR
Española,Mujeres,Nicaragua,2024,180,EMCR
Española,Mujeres,Nicaragua,2023,117,EMCR
Española,Mujeres,Nicaragua,2022,84,EMCR
Española,Mujeres,Nicaragua,2021,78,EMCR
Española,Mujeres,República Dominicana,2024,1864,EMCR
Española,Mujeres,República Dominicana,2023,1376,EMCR
Española,Mujeres,República Dominicana,2022,1972,EMCR
Española,Mujeres,República Dominicana,2021,1680,EMCR
Española,Mujeres,Otros países de Centro América y Caribe,2024,552,EMCR
Española,Mujeres,Otros países de Centro América y Caribe,2023,476,EMCR
Española,Mujeres,Otros países de Centro América y Caribe,2022,654,EMCR
Española,Mujeres,Otros países de Centro América y Caribe,2021,606,EMCR
Española,Mujeres,Sudamérica,2024,10632,EMCR
Española,Mujeres,Sudamérica,2023,10202,EMCR
Española,Mujeres,Sudamérica,2022,12790,EMCR
Española,Mujeres,Sudamérica,2021,11619,EMCR
Española,Mujeres,Argentina,2024,1621,EMCR
Española,Mujeres,Argentina,2023,1538,EMCR
Española,Mujeres,Argentina,2022,1767,EMCR
Española,Mujeres,Argentina,2021,1719,EMCR
Española,Mujeres,Bolivia,2024,974,EMCR
Española,Mujeres,Bolivia,2023,881,EMCR
Española,Mujeres,Bolivia,2022,991,EMCR
Española,Mujeres,Bolivia,2021,713,EMCR
Española,Mujeres,Brasil,2024,843,EMCR
Española,Mujeres,Brasil,2023,689,EMCR
Española,Mujeres,Brasil,2022,734,EMCR
Española,Mujeres,Brasil,2021,725,EMCR
Española,Mujeres,Colombia,2024,1771,EMCR
Española,Mujeres,Colombia,2023,1650,EMCR
Española,Mujeres,Colombia,2022,2132,EMCR
Española,Mujeres,Colombia,2021,2238,EMCR
Española,Mujeres,Chile,2024,503,EMCR
Española,Mujeres,Chile,2023,337,EMCR
Española,Mujeres,Chile,2022,537,EMCR
Española,Mujeres,Chile,2021,677,EMCR
Española,Mujeres,Ecuador,2024,2085,EMCR
Española,Mujeres,Ecuador,2023,2437,EMCR
Española,Mujeres,Ecuador,2022,3002,EMCR
Española,Mujeres,Ecuador,2021,2078,EMCR
Española,Mujeres,Paraguay,2024,414,EMCR
Española,Mujeres,Paraguay,2023,315,EMCR
Española,Mujeres,Paraguay,2022,454,EMCR
Española,Mujeres,Paraguay,2021,280,EMCR
Española,Mujeres,Perú,2024,773,EMCR
Española,Mujeres,Perú,2023,740,EMCR
Española,Mujeres,Perú,2022,1124,EMCR
Española,Mujeres,Perú,2021,908,EMCR
Española,Mujeres,Uruguay,2024,299,EMCR
Española,Mujeres,Uruguay,2023,339,EMCR
Española,Mujeres,Uruguay,2022,389,EMCR
Española,Mujeres,Uruguay,2021,430,EMCR
Española,Mujeres,Venezuela,2024,1349,EMCR
Española,Mujeres,Venezuela,2023,1276,EMCR
Española,Mujeres,Venezuela,2022,1660,EMCR
Española,Mujeres,Venezuela,2021,1851,EMCR
Española,Mujeres,Otro país de Sudamérica,2024,0,EMCR
Española,Mujeres,Otro país de Sudamérica,2023,0,EMCR
Española,Mujeres,Otro país de Sudamérica,2022,0,EMCR
Española,Mujeres,Otro país de Sudamérica,2021,0,EMCR
Española,Mujeres,Asia,2024,2691,EMCR
Española,Mujeres,Asia,2023,2507,EMCR
Española,Mujeres,Asia,2022,2468,EMCR
Española,Mujeres,Asia,2021,2588,EMCR
Española,Mujeres,Bangladesh,2024,9,EMCR
Española,Mujeres,Bangladesh,2023,5,EMCR
Española,Mujeres,Bangladesh,2022,14,EMCR
Española,Mujeres,Bangladesh,2021,3,EMCR
Española,Mujeres,China,2024,225,EMCR
Española,Mujeres,China,2023,270,EMCR
Española,Mujeres,China,2022,283,EMCR
Española,Mujeres,China,2021,457,EMCR
Española,Mujeres,Filipinas,2024,137,EMCR
Española,Mujeres,Filipinas,2023,164,EMCR
Española,Mujeres,Filipinas,2022,182,EMCR
Española,Mujeres,Filipinas,2021,152,EMCR
Española,Mujeres,India,2024,83,EMCR
Española,Mujeres,India,2023,73,EMCR
Española,Mujeres,India,2022,85,EMCR
Española,Mujeres,India,2021,94,EMCR
Española,Mujeres,Pakistán,2024,98,EMCR
Española,Mujeres,Pakistán,2023,130,EMCR
Española,Mujeres,Pakistán,2022,135,EMCR
Española,Mujeres,Pakistán,2021,154,EMCR
Española,Mujeres,Otro país de Asia,2024,2139,EMCR
Española,Mujeres,Otro país de Asia,2023,1865,EMCR
Española,Mujeres,Otro país de Asia,2022,1769,EMCR
Española,Mujeres,Otro país de Asia,2021,1728,EMCR
Española,Mujeres,Oceanía,2024,692,EMCR
Española,Mujeres,Oceanía,2023,892,EMCR
Española,Mujeres,Oceanía,2022,1044,EMCR
Española,Mujeres,Oceanía,2021,1300,EMCR
Extranjero,Ambos sexos,Total,2024,524575,EMCR
Extranjero,Ambos sexos,Total,2023,481794,EMCR
Extranjero,Ambos sexos,Total,2022,390765,EMCR
Extranjero,Ambos sexos,Total,2021,541333,EMCR
Extranjero,Ambos sexos,UE27_2020 sin España,2024,151003,EMCR
Extranjero,Ambos sexos,UE27_2020 sin España,2023,165855,EMCR
Extranjero,Ambos sexos,UE27_2020 sin España,2022,155600,EMCR
Extranjero,Ambos sexos,UE27_2020 sin España,2021,182420,EMCR
Extranjero,Ambos sexos,Bélgica,2024,5049,EMCR
Extranjero,Ambos sexos,Bélgica,2023,6328,EMCR
Extranjero,Ambos sexos,Bélgica,2022,4854,EMCR
Extranjero,Ambos sexos,Bélgica,2021,5245,EMCR
Extranjero,Ambos sexos,Bulgaria,2024,9196,EMCR
Extranjero,Ambos sexos,Bulgaria,2023,9883,EMCR
Extranjero,Ambos sexos,Bulgaria,2022,10805,EMCR
Extranjero,Ambos sexos,Bulgaria,2021,12405,EMCR
Extranjero,Ambos sexos,Dinamarca,2024,1258,EMCR
Extranjero,Ambos sexos,Dinamarca,2023,1668,EMCR
Extranjero,Ambos sexos,Dinamarca,2022,1179,EMCR
Extranjero,Ambos sexos,Dinamarca,2021,1592,EMCR
Extranjero,Ambos sexos,Finlandia,2024,1493,EMCR
Extranjero,Ambos sexos,Finlandia,2023,1524,EMCR
Extranjero,Ambos sexos,Finlandia,2022,970,EMCR
Extranjero,Ambos sexos,Finlandia,2021,1267,EMCR
Extranjero,Ambos sexos,Francia,2024,18465,EMCR
Extranjero,Ambos sexos,Francia,2023,20239,EMCR
Extranjero,Ambos sexos,Francia,2022,19203,EMCR
Extranjero,Ambos sexos,Francia,2021,20095,EMCR
Extranjero,Ambos sexos,Irlanda,2024,2537,EMCR
Extranjero,Ambos sexos,Irlanda,2023,2985,EMCR
Extranjero,Ambos sexos,Irlanda,2022,1834,EMCR
Extranjero,Ambos sexos,Irlanda,2021,2316,EMCR
Extranjero,Ambos sexos,Italia,2024,19267,EMCR
Extranjero,Ambos sexos,Italia,2023,19604,EMCR
Extranjero,Ambos sexos,Italia,2022,18064,EMCR
Extranjero,Ambos sexos,Italia,2021,22987,EMCR
Extranjero,Ambos sexos,Países Bajos,2024,5912,EMCR
Extranjero,Ambos sexos,Países Bajos,2023,7154,EMCR
Extranjero,Ambos sexos,Países Bajos,2022,5276,EMCR
Extranjero,Ambos sexos,Países Bajos,2021,5828,EMCR
Extranjero,Ambos sexos,Polonia,2024,4710,EMCR
Extranjero,Ambos sexos,Polonia,2023,4419,EMCR
Extranjero,Ambos sexos,Polonia,2022,4343,EMCR
Extranjero,Ambos sexos,Polonia,2021,5174,EMCR
Extranjero,Ambos sexos,Portugal,2024,8304,EMCR
Extranjero,Ambos sexos,Portugal,2023,9419,EMCR
Extranjero,Ambos sexos,Portugal,2022,9259,EMCR
Extranjero,Ambos sexos,Portugal,2021,10044,EMCR
Extranjero,Ambos sexos,Alemania,2024,15892,EMCR
Extranjero,Ambos sexos,Alemania,2023,19208,EMCR
Extranjero,Ambos sexos,Alemania,2022,14911,EMCR
Extranjero,Ambos sexos,Alemania,2021,16394,EMCR
Extranjero,Ambos sexos,Rumanía,2024,46818,EMCR
Extranjero,Ambos sexos,Rumanía,2023,51059,EMCR
Extranjero,Ambos sexos,Rumanía,2022,55073,EMCR
Extranjero,Ambos sexos,Rumanía,2021,66862,EMCR
Extranjero,Ambos sexos,Suecia,2024,3176,EMCR
Extranjero,Ambos sexos,Suecia,2023,3574,EMCR
Extranjero,Ambos sexos,Suecia,2022,2284,EMCR
Extranjero,Ambos sexos,Suecia,2021,3184,EMCR
Extranjero,Ambos sexos,Lituania,2024,1384,EMCR
Extranjero,Ambos sexos,Lituania,2023,1398,EMCR
Extranjero,Ambos sexos,Lituania,2022,1253,EMCR
Extranjero,Ambos sexos,Lituania,2021,1665,EMCR
Extranjero,Ambos sexos,Otro país de la Unión Europea sin España,2024,7542,EMCR
Extranjero,Ambos sexos,Otro país de la Unión Europea sin España,2023,7393,EMCR
Extranjero,Ambos sexos,Otro país de la Unión Europea sin España,2022,6292,EMCR
Extranjero,Ambos sexos,Otro país de la Unión Europea sin España,2021,7362,EMCR
Extranjero,Ambos sexos,Europa menos UE27_2020,2024,82746,EMCR
Extranjero,Ambos sexos,Europa menos UE27_2020,2023,64922,EMCR
Extranjero,Ambos sexos,Europa menos UE27_2020,2022,46797,EMCR
Extranjero,Ambos sexos,Europa menos UE27_2020,2021,60659,EMCR
Extranjero,Ambos sexos,Noruega,2024,1803,EMCR
Extranjero,Ambos sexos,Noruega,2023,2477,EMCR
Extranjero,Ambos sexos,Noruega,2022,1946,EMCR
Extranjero,Ambos sexos,Noruega,2021,2081,EMCR
Extranjero,Ambos sexos,Reino Unido,2024,24453,EMCR
Extranjero,Ambos sexos,Reino Unido,2023,30290,EMCR
Extranjero,Ambos sexos,Reino Unido,2022,26896,EMCR
Extranjero,Ambos sexos,Reino Unido,2021,30001,EMCR
Extranjero,Ambos sexos,Suiza,2024,2840,EMCR
Extranjero,Ambos sexos,Suiza,2023,3284,EMCR
Extranjero,Ambos sexos,Suiza,2022,2706,EMCR
Extranjero,Ambos sexos,Suiza,2021,2708,EMCR
Extranjero,Ambos sexos,Ucrania,2024,37321,EMCR
Extranjero,Ambos sexos,Ucrania,2023,14235,EMCR
Extranjero,Ambos sexos,Ucrania,2022,5007,EMCR
Extranjero,Ambos sexos,Ucrania,2021,8119,EMCR
Extranjero,Ambos sexos,Moldavia,2024,1404,EMCR
Extranjero,Ambos sexos,Moldavia,2023,1500,EMCR
Extranjero,Ambos sexos,Moldavia,2022,1200,EMCR
Extranjero,Ambos sexos,Moldavia,2021,1555,EMCR
Extranjero,Ambos sexos,Rusia,2024,8142,EMCR
Extranjero,Ambos sexos,Rusia,2023,6686,EMCR
Extranjero,Ambos sexos,Rusia,2022,4408,EMCR
Extranjero,Ambos sexos,Rusia,2021,9014,EMCR
Extranjero,Ambos sexos,Otro país del resto de Europa,2024,6783,EMCR
Extranjero,Ambos sexos,Otro país del resto de Europa,2023,6450,EMCR
Extranjero,Ambos sexos,Otro país del resto de Europa,2022,4634,EMCR
Extranjero,Ambos sexos,Otro país del resto de Europa,2021,7181,EMCR
Extranjero,Ambos sexos,África,2024,77025,EMCR
Extranjero,Ambos sexos,África,2023,73087,EMCR
Extranjero,Ambos sexos,África,2022,56138,EMCR
Extranjero,Ambos sexos,África,2021,91436,EMCR
Extranjero,Ambos sexos,Argelia,2024,6147,EMCR
Extranjero,Ambos sexos,Argelia,2023,5636,EMCR
Extranjero,Ambos sexos,Argelia,2022,4679,EMCR
Extranjero,Ambos sexos,Argelia,2021,8182,EMCR
Extranjero,Ambos sexos,Gambia,2024,1949,EMCR
Extranjero,Ambos sexos,Gambia,2023,1973,EMCR
Extranjero,Ambos sexos,Gambia,2022,1363,EMCR
Extranjero,Ambos sexos,Gambia,2021,1695,EMCR
Extranjero,Ambos sexos,Ghana,2024,1404,EMCR
Extranjero,Ambos sexos,Ghana,2023,1551,EMCR
Extranjero,Ambos sexos,Ghana,2022,1191,EMCR
Extranjero,Ambos sexos,Ghana,2021,1762,EMCR
Extranjero,Ambos sexos,Guinea,2024,1000,EMCR
Extranjero,Ambos sexos,Guinea,2023,1059,EMCR
Extranjero,Ambos sexos,Guinea,2022,956,EMCR
Extranjero,Ambos sexos,Guinea,2021,1496,EMCR
Extranjero,Ambos sexos,Guinea Ecuatorial,2024,1294,EMCR
Extranjero,Ambos sexos,Guinea Ecuatorial,2023,1171,EMCR
Extranjero,Ambos sexos,Guinea Ecuatorial,2022,959,EMCR
Extranjero,Ambos sexos,Guinea Ecuatorial,2021,1734,EMCR
Extranjero,Ambos sexos,Mali,2024,2746,EMCR
Extranjero,Ambos sexos,Mali,2023,2937,EMCR
Extranjero,Ambos sexos,Mali,2022,2041,EMCR
Extranjero,Ambos sexos,Mali,2021,2697,EMCR
Extranjero,Ambos sexos,Marruecos,2024,48708,EMCR
Extranjero,Ambos sexos,Marruecos,2023,44942,EMCR
Extranjero,Ambos sexos,Marruecos,2022,35172,EMCR
Extranjero,Ambos sexos,Marruecos,2021,59310,EMCR
Extranjero,Ambos sexos,Mauritania,2024,960,EMCR
Extranjero,Ambos sexos,Mauritania,2023,1123,EMCR
Extranjero,Ambos sexos,Mauritania,2022,583,EMCR
Extranjero,Ambos sexos,Mauritania,2021,975,EMCR
Extranjero,Ambos sexos,Nigeria,2024,1669,EMCR
Extranjero,Ambos sexos,Nigeria,2023,1787,EMCR
Extranjero,Ambos sexos,Nigeria,2022,1682,EMCR
Extranjero,Ambos sexos,Nigeria,2021,2173,EMCR
Extranjero,Ambos sexos,Senegal,2024,6016,EMCR
Extranjero,Ambos sexos,Senegal,2023,6330,EMCR
Extranjero,Ambos sexos,Senegal,2022,4296,EMCR
Extranjero,Ambos sexos,Senegal,2021,6236,EMCR
Extranjero,Ambos sexos,Otro país de África,2024,5132,EMCR
Extranjero,Ambos sexos,Otro país de África,2023,4578,EMCR
Extranjero,Ambos sexos,Otro país de África,2022,3216,EMCR
Extranjero,Ambos sexos,Otro país de África,2021,5176,EMCR
Extranjero,Ambos sexos,América del Norte,2024,15892,EMCR
Extranjero,Ambos sexos,América del Norte,2023,16418,EMCR
Extranjero,Ambos sexos,América del Norte,2022,10343,EMCR
Extranjero,Ambos sexos,América del Norte,2021,15184,EMCR
Extranjero,Ambos sexos,Estados Unidos de América,2024,9990,EMCR
Extranjero,Ambos sexos,Estados Unidos de América,2023,10795,EMCR
Extranjero,Ambos sexos,Estados Unidos de América,2022,6708,EMCR
Extranjero,Ambos sexos,Estados Unidos de América,2021,9350,EMCR
Extranjero,Ambos sexos,México,2024,4465,EMCR
Extranjero,Ambos sexos,México,2023,4248,EMCR
Extranjero,Ambos sexos,México,2022,2688,EMCR
Extranjero,Ambos sexos,México,2021,4628,EMCR
Extranjero,Ambos sexos,Canadá,2024,1437,EMCR
Extranjero,Ambos sexos,Canadá,2023,1375,EMCR
Extranjero,Ambos sexos,Canadá,2022,947,EMCR
Extranjero,Ambos sexos,Canadá,2021,1206,EMCR
Extranjero,Ambos sexos,Centro América y Caribe,2024,28905,EMCR
Extranjero,Ambos sexos,Centro América y Caribe,2023,26205,EMCR
Extranjero,Ambos sexos,Centro América y Caribe,2022,20905,EMCR
Extranjero,Ambos sexos,Centro América y Caribe,2021,30941,EMCR
Extranjero,Ambos sexos,Cuba,2024,3735,EMCR
Extranjero,Ambos sexos,Cuba,2023,3161,EMCR
Extranjero,Ambos sexos,Cuba,2022,2465,EMCR
Extranjero,Ambos sexos,Cuba,2021,3855,EMCR
Extranjero,Ambos sexos,Honduras,2024,9997,EMCR
Extranjero,Ambos sexos,Honduras,2023,8819,EMCR
Extranjero,Ambos sexos,Honduras,2022,6723,EMCR
Extranjero,Ambos sexos,Honduras,2021,10604,EMCR
Extranjero,Ambos sexos,Nicaragua,2024,6220,EMCR
Extranjero,Ambos sexos,Nicaragua,2023,5996,EMCR
Extranjero,Ambos sexos,Nicaragua,2022,5112,EMCR
Extranjero,Ambos sexos,Nicaragua,2021,6537,EMCR
Extranjero,Ambos sexos,República Dominicana,2024,4137,EMCR
Extranjero,Ambos sexos,República Dominicana,2023,3869,EMCR
Extranjero,Ambos sexos,República Dominicana,2022,3384,EMCR
Extranjero,Ambos sexos,República Dominicana,2021,5037,EMCR
Extranjero,Ambos sexos,Otros países de Centro América y Caribe,2024,4816,EMCR
Extranjero,Ambos sexos,Otros países de Centro América y Caribe,2023,4360,EMCR
Extranjero,Ambos sexos,Otros países de Centro América y Caribe,2022,3221,EMCR
Extranjero,Ambos sexos,Otros países de Centro América y Caribe,2021,4908,EMCR
Extranjero,Ambos sexos,Sudamérica,2024,132343,EMCR
Extranjero,Ambos sexos,Sudamérica,2023,98157,EMCR
Extranjero,Ambos sexos,Sudamérica,2022,71048,EMCR
Extranjero,Ambos sexos,Sudamérica,2021,112355,EMCR
Extranjero,Ambos sexos,Argentina,2024,15485,EMCR
Extranjero,Ambos sexos,Argentina,2023,12895,EMCR
Extranjero,Ambos sexos,Argentina,2022,8806,EMCR
Extranjero,Ambos sexos,Argentina,2021,13368,EMCR
Extranjero,Ambos sexos,Bolivia,2024,3606,EMCR
Extranjero,Ambos sexos,Bolivia,2023,3710,EMCR
Extranjero,Ambos sexos,Bolivia,2022,3517,EMCR
Extranjero,Ambos sexos,Bolivia,2021,5371,EMCR
Extranjero,Ambos sexos,Brasil,2024,10400,EMCR
Extranjero,Ambos sexos,Brasil,2023,8671,EMCR
Extranjero,Ambos sexos,Brasil,2022,6838,EMCR
Extranjero,Ambos sexos,Brasil,2021,13271,EMCR
Extranjero,Ambos sexos,Colombia,2024,44802,EMCR
Extranjero,Ambos sexos,Colombia,2023,28590,EMCR
Extranjero,Ambos sexos,Colombia,2022,19058,EMCR
Extranjero,Ambos sexos,Colombia,2021,29634,EMCR
Extranjero,Ambos sexos,Chile,2024,4361,EMCR
Extranjero,Ambos sexos,Chile,2023,3901,EMCR
Extranjero,Ambos sexos,Chile,2022,2574,EMCR
Extranjero,Ambos sexos,Chile,2021,4173,EMCR
Extranjero,Ambos sexos,Ecuador,2024,6702,EMCR
Extranjero,Ambos sexos,Ecuador,2023,6304,EMCR
Extranjero,Ambos sexos,Ecuador,2022,5595,EMCR
Extranjero,Ambos sexos,Ecuador,2021,8730,EMCR
Extranjero,Ambos sexos,Paraguay,2024,8118,EMCR
Extranjero,Ambos sexos,Paraguay,2023,5995,EMCR
Extranjero,Ambos sexos,Paraguay,2022,4607,EMCR
Extranjero,Ambos sexos,Paraguay,2021,7832,EMCR
Extranjero,Ambos sexos,Perú,2024,18630,EMCR
Extranjero,Ambos sexos,Perú,2023,11445,EMCR
Extranjero,Ambos sexos,Perú,2022,7167,EMCR
Extranjero,Ambos sexos,Perú,2021,11663,EMCR
Extranjero,Ambos sexos,Uruguay,2024,2750,EMCR
Extranjero,Ambos sexos,Uruguay,2023,2644,EMCR
Extranjero,Ambos sexos,Uruguay,2022,2206,EMCR
Extranjero,Ambos sexos,Uruguay,2021,3338,EMCR
Extranjero,Ambos sexos,Venezuela,2024,17469,EMCR
Extranjero,Ambos sexos,Venezuela,2023,13992,EMCR
Extranjero,Ambos sexos,Venezuela,2022,10674,EMCR
Extranjero,Ambos sexos,Venezuela,2021,14958,EMCR
Extranjero,Ambos sexos,Otro país de Sudamérica,2024,20,EMCR
Extranjero,Ambos sexos,Otro país de Sudamérica,2023,10,EMCR
Extranjero,Ambos sexos,Otro país de Sudamérica,2022,6,EMCR
Extranjero,Ambos sexos,Otro país de Sudamérica,2021,17,EMCR
Extranjero,Ambos sexos,Asia,2024,35464,EMCR
Extranjero,Ambos sexos,Asia,2023,36174,EMCR
Extranjero,Ambos sexos,Asia,2022,29171,EMCR
Extranjero,Ambos sexos,Asia,2021,47199,EMCR
Extranjero,Ambos sexos,Bangladesh,2024,1134,EMCR
Extranjero,Ambos sexos,Bangladesh,2023,931,EMCR
Extranjero,Ambos sexos,Bangladesh,2022,998,EMCR
Extranjero,Ambos sexos,Bangladesh,2021,2157,EMCR
Extranjero,Ambos sexos,China,2024,12539,EMCR
Extranjero,Ambos sexos,China,2023,13220,EMCR
Extranjero,Ambos sexos,China,2022,11753,EMCR
Extranjero,Ambos sexos,China,2021,19326,EMCR
Extranjero,Ambos sexos,Filipinas,2024,1798,EMCR
Extranjero,Ambos sexos,Filipinas,2023,1590,EMCR
Extranjero,Ambos sexos,Filipinas,2022,1603,EMCR
Extranjero,Ambos sexos,Filipinas,2021,1809,EMCR
Extranjero,Ambos sexos,India,2024,4346,EMCR
Extranjero,Ambos sexos,India,2023,4138,EMCR
Extranjero,Ambos sexos,India,2022,3000,EMCR
Extranjero,Ambos sexos,India,2021,5242,EMCR
Extranjero,Ambos sexos,Pakistán,2024,6734,EMCR
Extranjero,Ambos sexos,Pakistán,2023,7131,EMCR
Extranjero,Ambos sexos,Pakistán,2022,5364,EMCR
Extranjero,Ambos sexos,Pakistán,2021,9101,EMCR
Extranjero,Ambos sexos,Otro país de Asia,2024,8913,EMCR
Extranjero,Ambos sexos,Otro país de Asia,2023,9164,EMCR
Extranjero,Ambos sexos,Otro país de Asia,2022,6453,EMCR
Extranjero,Ambos sexos,Otro país de Asia,2021,9564,EMCR
Extranjero,Ambos sexos,Oceanía,2024,1197,EMCR
Extranjero,Ambos sexos,Oceanía,2023,976,EMCR
Extranjero,Ambos sexos,Oceanía,2022,763,EMCR
Extranjero,Ambos sexos,Oceanía,2021,1139,EMCR
Extranjero,Hombres,Total,2024,274269,EMCR
Extranjero,Hombres,Total,2023,257567,EMCR
Extranjero,Hombres,Total,2022,209736,EMCR
Extranjero,Hombres,Total,2021,287588,EMCR
Extranjero,Hombres,UE27_2020 sin España,2024,80071,EMCR
Extranjero,Hombres,UE27_2020 sin España,2023,87083,EMCR
Extranjero,Hombres,UE27_2020 sin España,2022,81383,EMCR
Extranjero,Hombres,UE27_2020 sin España,2021,95723,EMCR
Extranjero,Hombres,Bélgica,2024,2739,EMCR
Extranjero,Hombres,Bélgica,2023,3284,EMCR
Extranjero,Hombres,Bélgica,2022,2486,EMCR
Extranjero,Hombres,Bélgica,2021,2847,EMCR
Extranjero,Hombres,Bulgaria,2024,4802,EMCR
Extranjero,Hombres,Bulgaria,2023,5189,EMCR
Extranjero,Hombres,Bulgaria,2022,5690,EMCR
Extranjero,Hombres,Bulgaria,2021,6369,EMCR
Extranjero,Hombres,Dinamarca,2024,662,EMCR
Extranjero,Hombres,Dinamarca,2023,821,EMCR
Extranjero,Hombres,Dinamarca,2022,596,EMCR
Extranjero,Hombres,Dinamarca,2021,786,EMCR
Extranjero,Hombres,Finlandia,2024,690,EMCR
Extranjero,Hombres,Finlandia,2023,720,EMCR
Extranjero,Hombres,Finlandia,2022,452,EMCR
Extranjero,Hombres,Finlandia,2021,578,EMCR
Extranjero,Hombres,Francia,2024,10095,EMCR
Extranjero,Hombres,Francia,2023,10930,EMCR
Extranjero,Hombres,Francia,2022,10244,EMCR
Extranjero,Hombres,Francia,2021,10535,EMCR
Extranjero,Hombres,Irlanda,2024,1332,EMCR
Extranjero,Hombres,Irlanda,2023,1580,EMCR
Extranjero,Hombres,Irlanda,2022,996,EMCR
Extranjero,Hombres,Irlanda,2021,1176,EMCR
Extranjero,Hombres,Italia,2024,10790,EMCR
Extranjero,Hombres,Italia,2023,11026,EMCR
Extranjero,Hombres,Italia,2022,10176,EMCR
Extranjero,Hombres,Italia,2021,13137,EMCR
Extranjero,Hombres,Países Bajos,2024,3084,EMCR
Extranjero,Hombres,Países Bajos,2023,3734,EMCR
Extranjero,Hombres,Países Bajos,2022,2747,EMCR
Extranjero,Hombres,Países Bajos,2021,3098,EMCR
Extranjero,Hombres,Polonia,2024,2192,EMCR
Extranjero,Hombres,Polonia,2023,2074,EMCR
Extranjero,Hombres,Polonia,2022,2044,EMCR
Extranjero,Hombres,Polonia,2021,2382,EMCR
Extranjero,Hombres,Portugal,2024,4964,EMCR
